country_name,indicator_name,year,gdp,growth_rate,recession
Armenia,Annual GDP growth (percent change),1996,5.2,-35.0,True
Armenia,Annual GDP growth (percent change),1997,3.4,-34.61538461538461,True
Armenia,Annual GDP growth (percent change),1999,3.2,-49.206349206349195,True
Armenia,Annual GDP growth (percent change),2003,14.1,-4.729729729729737,True
Armenia,Annual GDP growth (percent change),2004,10.5,-25.531914893617024,True
Armenia,Annual GDP growth (percent change),2006,13.2,-6.382978723404253,True
Armenia,Annual GDP growth (percent change),2008,6.9,-49.63503649635036,True
Armenia,Annual GDP growth (percent change),2009,-14.1,-304.3478260869565,True
Armenia,Annual GDP growth (percent change),2010,2.2,-115.60283687943263,True
Armenia,Annual GDP growth (percent change),2013,3.4,-52.112676056338024,True
Armenia,Annual GDP growth (percent change),2015,3.3,-8.333333333333337,True
Armenia,Annual GDP growth (percent change),2016,0.2,-93.93939393939394,True
Armenia,Annual GDP growth (percent change),2018,5.2,-30.666666666666664,True
Armenia,Annual GDP growth (percent change),2020,-7.2,-194.73684210526315,True
Armenia,Annual GDP growth (percent change),2021,5.7,-179.16666666666666,True
Armenia,Annual GDP growth (percent change),2023,7.0,-44.44444444444444,True
Armenia,Annual GDP growth (percent change),2024,5.0,-28.57142857142857,True
Aruba,Annual GDP growth (percent change),1989,12.1,-34.946236559139784,True
Aruba,Annual GDP growth (percent change),1990,4.0,-66.94214876033058,True
Aruba,Annual GDP growth (percent change),1992,5.9,-26.249999999999996,True
Aruba,Annual GDP growth (percent change),1995,2.5,-69.51219512195121,True
Aruba,Annual GDP growth (percent change),1996,1.3,-48.0,True
Aruba,Annual GDP growth (percent change),1998,2.0,-71.42857142857143,True
Aruba,Annual GDP growth (percent change),1999,1.4,-30.000000000000004,True
Aruba,Annual GDP growth (percent change),2001,4.2,-45.45454545454546,True
Aruba,Annual GDP growth (percent change),2002,-0.9,-121.42857142857142,True
Aruba,Annual GDP growth (percent change),2003,1.1,-222.22222222222223,True
Aruba,Annual GDP growth (percent change),2005,-0.4,-105.47945205479452,True
Aruba,Annual GDP growth (percent change),2006,1.1,-375.0,True
Aruba,Annual GDP growth (percent change),2008,1.8,-41.93548387096774,True
Aruba,Annual GDP growth (percent change),2009,-11.7,-749.9999999999999,True
Aruba,Annual GDP growth (percent change),2010,-2.7,-76.92307692307692,True
Aruba,Annual GDP growth (percent change),2011,3.4,-225.9259259259259,True
Aruba,Annual GDP growth (percent change),2012,-1.0,-129.41176470588235,True
Aruba,Annual GDP growth (percent change),2013,6.4,-740.0,True
Aruba,Annual GDP growth (percent change),2014,0.0,-100.0,True
Aruba,Annual GDP growth (percent change),2016,2.1,-41.666666666666664,True
Aruba,Annual GDP growth (percent change),2017,0.7,-66.66666666666667,True
Aruba,Annual GDP growth (percent change),2019,-2.3,-195.83333333333331,True
Aruba,Annual GDP growth (percent change),2021,27.6,-215.00000000000003,True
Aruba,Annual GDP growth (percent change),2022,10.5,-61.956521739130444,True
Aruba,Annual GDP growth (percent change),2023,2.3,-78.0952380952381,True
Aruba,Annual GDP growth (percent change),2024,1.2,-47.82608695652174,True
Australia,Annual GDP growth (percent change),1982,0.1,-97.5609756097561,True
Australia,Annual GDP growth (percent change),1983,-0.5,-600.0,True
Australia,Annual GDP growth (percent change),1984,6.3,-1360.0,True
Australia,Annual GDP growth (percent change),1985,5.5,-12.698412698412698,True
Australia,Annual GDP growth (percent change),1986,2.4,-56.363636363636374,True
Australia,Annual GDP growth (percent change),1988,4.3,-12.244897959183687,True
Australia,Annual GDP growth (percent change),1990,1.5,-67.3913043478261,True
Australia,Annual GDP growth (percent change),1991,-1.0,-166.66666666666666,True
Australia,Annual GDP growth (percent change),1992,2.6,-360.0,True
Australia,Annual GDP growth (percent change),1995,3.0,-37.5,True
Australia,Annual GDP growth (percent change),1999,4.4,-4.347826086956507,True
Australia,Annual GDP growth (percent change),2000,3.1,-29.545454545454554,True
Australia,Annual GDP growth (percent change),2001,2.7,-12.903225806451612,True
Australia,Annual GDP growth (percent change),2003,3.0,-28.57142857142857,True
Australia,Annual GDP growth (percent change),2005,3.0,-26.82926829268292,True
Australia,Annual GDP growth (percent change),2006,2.6,-13.33333333333333,True
Australia,Annual GDP growth (percent change),2008,2.5,-43.18181818181819,True
Australia,Annual GDP growth (percent change),2009,1.9,-24.0,True
Australia,Annual GDP growth (percent change),2013,2.2,-42.10526315789473,True
Australia,Annual GDP growth (percent change),2015,2.3,-11.538461538461553,True
Australia,Annual GDP growth (percent change),2017,2.4,-11.111111111111116,True
Australia,Annual GDP growth (percent change),2019,1.9,-32.14285714285714,True
Australia,Annual GDP growth (percent change),2020,-1.8,-194.73684210526315,True
Australia,Annual GDP growth (percent change),2021,5.2,-388.88888888888886,True
Australia,Annual GDP growth (percent change),2022,3.7,-28.846153846153843,True
Australia,Annual GDP growth (percent change),2023,1.8,-51.35135135135136,True
Australia,Annual GDP growth (percent change),2024,1.2,-33.333333333333336,True
Austria,Annual GDP growth (percent change),1981,-0.1,-104.34782608695652,True
Austria,Annual GDP growth (percent change),1982,1.9,-1999.9999999999995,True
Austria,Annual GDP growth (percent change),1984,0.3,-89.28571428571428,True
Austria,Annual GDP growth (percent change),1987,1.7,-26.086956521739125,True
Austria,Annual GDP growth (percent change),1988,1.0,-41.17647058823529,True
Austria,Annual GDP growth (percent change),1991,3.4,-20.93023255813954,True
Austria,Annual GDP growth (percent change),1992,2.1,-38.23529411764706,True
Austria,Annual GDP growth (percent change),1993,0.5,-76.19047619047619,True
Austria,Annual GDP growth (percent change),1996,2.4,-11.111111111111116,True
Austria,Annual GDP growth (percent change),1997,2.1,-12.49999999999999,True
Austria,Annual GDP growth (percent change),2000,3.4,-5.555555555555558,True
Austria,Annual GDP growth (percent change),2001,1.3,-61.76470588235294,True
Austria,Annual GDP growth (percent change),2003,0.9,-47.05882352941176,True
Austria,Annual GDP growth (percent change),2005,2.2,-18.518518518518512,True
Austria,Annual GDP growth (percent change),2008,1.5,-59.45945945945946,True
Austria,Annual GDP growth (percent change),2009,-3.8,-353.3333333333333,True
Austria,Annual GDP growth (percent change),2010,1.8,-147.3684210526316,True
Austria,Annual GDP growth (percent change),2012,0.7,-75.86206896551724,True
Austria,Annual GDP growth (percent change),2013,0.0,-100.0,True
Austria,Annual GDP growth (percent change),2019,1.5,-37.5,True
Austria,Annual GDP growth (percent change),2020,-6.5,-533.3333333333333,True
Austria,Annual GDP growth (percent change),2021,4.6,-170.76923076923077,True
Austria,Annual GDP growth (percent change),2023,0.1,-97.91666666666666,True
Azerbaijan,Annual GDP growth (percent change),1994,-19.7,-14.718614718614731,True
Azerbaijan,Annual GDP growth (percent change),1995,-13.0,-34.01015228426396,True
Azerbaijan,Annual GDP growth (percent change),1996,2.5,-119.23076923076923,True
Azerbaijan,Annual GDP growth (percent change),1998,6.0,-32.58426966292135,True
Azerbaijan,Annual GDP growth (percent change),2000,6.2,-45.614035087719294,True
Azerbaijan,Annual GDP growth (percent change),2004,9.3,-8.823529411764696,True
Azerbaijan,Annual GDP growth (percent change),2007,25.0,-27.536231884057973,True
Azerbaijan,Annual GDP growth (percent change),2008,10.8,-56.8,True
Azerbaijan,Annual GDP growth (percent change),2009,9.3,-13.888888888888884,True
Azerbaijan,Annual GDP growth (percent change),2010,5.0,-46.23655913978495,True
Azerbaijan,Annual GDP growth (percent change),2011,0.1,-98.0,True
Azerbaijan,Annual GDP growth (percent change),2014,2.8,-51.724137931034484,True
Azerbaijan,Annual GDP growth (percent change),2015,1.1,-60.71428571428571,True
Azerbaijan,Annual GDP growth (percent change),2016,-3.1,-381.8181818181818,True
Azerbaijan,Annual GDP growth (percent change),2017,0.2,-106.4516129032258,True
Azerbaijan,Annual GDP growth (percent change),2020,-4.2,-268.0,True
Azerbaijan,Annual GDP growth (percent change),2021,5.6,-233.33333333333331,True
Azerbaijan,Annual GDP growth (percent change),2022,4.6,-17.85714285714286,True
Azerbaijan,Annual GDP growth (percent change),2023,2.5,-45.65217391304347,True
"Bahamas, The",Annual GDP growth (percent change),1981,-2.9,-140.8450704225352,True
"Bahamas, The",Annual GDP growth (percent change),1982,6.3,-317.2413793103448,True
"Bahamas, The",Annual GDP growth (percent change),1984,2.4,-64.70588235294117,True
"Bahamas, The",Annual GDP growth (percent change),1986,2.6,-36.58536585365852,True
"Bahamas, The",Annual GDP growth (percent change),1988,2.3,-37.83783783783785,True
"Bahamas, The",Annual GDP growth (percent change),1990,1.1,-52.17391304347825,True
"Bahamas, The",Annual GDP growth (percent change),1991,-4.2,-481.8181818181818,True
"Bahamas, The",Annual GDP growth (percent change),1992,-3.8,-9.523809523809534,True
"Bahamas, The",Annual GDP growth (percent change),1993,0.3,-107.89473684210526,True
"Bahamas, The",Annual GDP growth (percent change),1996,4.2,-4.545454545454552,True
"Bahamas, The",Annual GDP growth (percent change),1998,4.7,-4.081632653061229,True
"Bahamas, The",Annual GDP growth (percent change),2000,4.1,-42.25352112676056,True
"Bahamas, The",Annual GDP growth (percent change),2001,2.6,-36.58536585365852,True
"Bahamas, The",Annual GDP growth (percent change),2003,-1.3,-148.14814814814815,True
"Bahamas, The",Annual GDP growth (percent change),2004,0.9,-169.23076923076923,True
"Bahamas, The",Annual GDP growth (percent change),2006,2.5,-26.470588235294112,True
"Bahamas, The",Annual GDP growth (percent change),2007,1.4,-44.00000000000001,True
"Bahamas, The",Annual GDP growth (percent change),2008,-2.3,-264.2857142857143,True
"Bahamas, The",Annual GDP growth (percent change),2010,1.5,-135.71428571428572,True
"Bahamas, The",Annual GDP growth (percent change),2011,0.6,-60.00000000000001,True
"Bahamas, The",Annual GDP growth (percent change),2013,-2.9,-182.85714285714286,True
"Bahamas, The",Annual GDP growth (percent change),2014,1.8,-162.06896551724137,True
"Bahamas, The",Annual GDP growth (percent change),2015,1.0,-44.44444444444444,True
"Bahamas, The",Annual GDP growth (percent change),2016,-0.8,-180.0,True
"Bahamas, The",Annual GDP growth (percent change),2017,2.5,-412.5,True
"Bahamas, The",Annual GDP growth (percent change),2019,-0.7,-124.13793103448276,True
"Bahamas, The",Annual GDP growth (percent change),2021,17.0,-172.3404255319149,True
"Bahamas, The",Annual GDP growth (percent change),2022,14.4,-15.294117647058824,True
"Bahamas, The",Annual GDP growth (percent change),2023,4.3,-70.13888888888889,True
"Bahamas, The",Annual GDP growth (percent change),2024,1.8,-58.13953488372092,True
Bahrain,Annual GDP growth (percent change),1981,2.8,-62.66666666666667,True
Bahrain,Annual GDP growth (percent change),1984,4.2,-40.0,True
Bahrain,Annual GDP growth (percent change),1985,-0.9,-121.42857142857142,True
Bahrain,Annual GDP growth (percent change),1986,0.5,-155.55555555555557,True
Bahrain,Annual GDP growth (percent change),1987,-1.2,-340.0,True
Bahrain,Annual GDP growth (percent change),1988,6.0,-600.0,True
Bahrain,Annual GDP growth (percent change),1989,1.0,-83.33333333333334,True
Bahrain,Annual GDP growth (percent change),1991,2.3,-34.285714285714285,True
Bahrain,Annual GDP growth (percent change),1994,3.2,-57.89473684210527,True
Bahrain,Annual GDP growth (percent change),1995,1.9,-40.625000000000014,True
Bahrain,Annual GDP growth (percent change),1997,2.3,-28.12500000000001,True
Bahrain,Annual GDP growth (percent change),2001,2.5,-64.28571428571428,True
Bahrain,Annual GDP growth (percent change),2005,6.8,-2.857142857142858,True
Bahrain,Annual GDP growth (percent change),2006,6.5,-4.411764705882348,True
Bahrain,Annual GDP growth (percent change),2008,6.2,-25.30120481927711,True
Bahrain,Annual GDP growth (percent change),2009,2.5,-59.67741935483871,True
Bahrain,Annual GDP growth (percent change),2011,2.0,-53.48837209302326,True
Bahrain,Annual GDP growth (percent change),2014,4.4,-18.518518518518512,True
Bahrain,Annual GDP growth (percent change),2015,2.5,-43.18181818181819,True
Bahrain,Annual GDP growth (percent change),2018,2.1,-51.162790697674424,True
Bahrain,Annual GDP growth (percent change),2020,-4.6,-309.09090909090907,True
Bahrain,Annual GDP growth (percent change),2021,2.6,-156.52173913043478,True
Bahrain,Annual GDP growth (percent change),2023,2.7,-44.89795918367348,True
Bangladesh,Annual GDP growth (percent change),1982,2.4,-36.8421052631579,True
Bangladesh,Annual GDP growth (percent change),1985,3.2,-38.46153846153846,True
Bangladesh,Annual GDP growth (percent change),1987,3.7,-11.904761904761907,True
Bangladesh,Annual GDP growth (percent change),1988,2.2,-40.54054054054054,True
Bangladesh,Annual GDP growth (percent change),1991,3.3,-44.067796610169495,True
Bangladesh,Annual GDP growth (percent change),1993,4.6,-8.000000000000007,True
Bangladesh,Annual GDP growth (percent change),1994,4.1,-10.869565217391308,True
Bangladesh,Annual GDP growth (percent change),1996,4.6,-6.122448979591855,True
Bangladesh,Annual GDP growth (percent change),1997,4.5,-2.1739130434782483,True
Bangladesh,Annual GDP growth (percent change),1999,4.7,-9.615384615384615,True
Bangladesh,Annual GDP growth (percent change),2001,5.1,-3.7735849056603765,True
Bangladesh,Annual GDP growth (percent change),2002,3.8,-25.49019607843137,True
Bangladesh,Annual GDP growth (percent change),2008,6.0,-15.492957746478863,True
Bangladesh,Annual GDP growth (percent change),2009,5.0,-16.666666666666664,True
Bangladesh,Annual GDP growth (percent change),2013,6.0,-7.692307692307687,True
Bangladesh,Annual GDP growth (percent change),2017,6.6,-7.042253521126762,True
Bangladesh,Annual GDP growth (percent change),2020,3.4,-56.9620253164557,True
Bangladesh,Annual GDP growth (percent change),2023,6.0,-15.492957746478863,True
Barbados,Annual GDP growth (percent change),1981,-1.9,-143.18181818181816,True
Barbados,Annual GDP growth (percent change),1983,0.5,-110.20408163265304,True
Barbados,Annual GDP growth (percent change),1985,1.1,-69.44444444444444,True
Barbados,Annual GDP growth (percent change),1987,2.6,-49.019607843137244,True
Barbados,Annual GDP growth (percent change),1990,-3.3,-191.66666666666666,True
Barbados,Annual GDP growth (percent change),1993,0.8,-114.03508771929825,True
Barbados,Annual GDP growth (percent change),1998,3.7,-21.276595744680847,True
Barbados,Annual GDP growth (percent change),1999,0.3,-91.8918918918919,True
Barbados,Annual GDP growth (percent change),2001,-2.4,-153.33333333333331,True
Barbados,Annual GDP growth (percent change),2002,0.8,-133.33333333333334,True
Barbados,Annual GDP growth (percent change),2004,1.4,-36.363636363636374,True
Barbados,Annual GDP growth (percent change),2007,2.2,-61.403508771929815,True
Barbados,Annual GDP growth (percent change),2008,0.7,-68.18181818181819,True
Barbados,Annual GDP growth (percent change),2009,-5.1,-828.5714285714284,True
Barbados,Annual GDP growth (percent change),2010,-2.3,-54.90196078431373,True
Barbados,Annual GDP growth (percent change),2011,-0.7,-69.56521739130434,True
Barbados,Annual GDP growth (percent change),2012,-0.4,-42.85714285714285,True
Barbados,Annual GDP growth (percent change),2014,-0.1,-92.85714285714286,True
Barbados,Annual GDP growth (percent change),2015,2.4,-2499.9999999999995,True
Barbados,Annual GDP growth (percent change),2017,0.5,-80.0,True
Barbados,Annual GDP growth (percent change),2018,-0.6,-220.00000000000003,True
